"height","weight","age","player","link","team","position","league"
185,85,30,"Scott Thompson","http://stats.rleague.com/afl/stats/players/S/Scott_Thompson0.html","adelaide","Midfielder","afl"
180,80,26,"Richard Douglas","http://stats.rleague.com/afl/stats/players/R/Richard_Douglas.html","adelaide","Midfielder","afl"
183,85,23,"Rory Sloane","http://stats.rleague.com/afl/stats/players/R/Rory_Sloane.html","adelaide","Midfielder","afl"
185,92,23,"Patrick Dangerfield","http://stats.rleague.com/afl/stats/players/P/Patrick_Dangerfield.html","adelaide","Midfielder","afl"
186,87,28,"Bernie Vince","http://stats.rleague.com/afl/stats/players/B/Bernie_Vince.html","adelaide","Midfielder","afl"
189,84,21,"Brodie Smith","http://stats.rleague.com/afl/stats/players/B/Brodie_Smith.html","adelaide","Defender","afl"
185,84,19,"Brad Crouch","http://stats.rleague.com/afl/stats/players/B/Brad_Crouch.html","adelaide","Midfielder","afl"
178,76,20,"Rory Laird","http://stats.rleague.com/afl/stats/players/R/Rory_Laird.html","adelaide","Defender","afl"
184,84,27,"Nathan van Berlo","http://stats.rleague.com/afl/stats/players/N/Nathan_van_Berlo.html","adelaide","Midfielder","afl"
181,78,25,"David Mackay","http://stats.rleague.com/afl/stats/players/D/David_Mackay.html","adelaide","Midfielder","afl"
192,92,24,"Andy Otten","http://stats.rleague.com/afl/stats/players/A/Andy_Otten.html","adelaide","null","afl"
181,79,21,"Luke Brown","http://stats.rleague.com/afl/stats/players/L/Luke_Brown1.html","adelaide","Defender","afl"
192,85,23,"Tom Lynch","http://stats.rleague.com/afl/stats/players/T/Tom_Lynch0.html","adelaide","Forward","afl"
178,81,24,"Matthew Wright","http://stats.rleague.com/afl/stats/players/M/Matthew_Wright.html","adelaide","Midfielder","afl"
190,101,30,"Ben Rutten","http://stats.rleague.com/afl/stats/players/B/Ben_Rutten.html","adelaide","Defender","afl"
189,91,25,"Ricky Henderson","http://stats.rleague.com/afl/stats/players/R/Ricky_Henderson.html","adelaide","Defender","afl"
203,105,25,"Sam Jacobs","http://stats.rleague.com/afl/stats/players/S/Sam_Jacobs.html","adelaide","Ruck","afl"
196,95,22,"Daniel Talia","http://stats.rleague.com/afl/stats/players/D/Daniel_Talia.html","adelaide","Defender","afl"
177,85,29,"Jason Porplyzia","http://stats.rleague.com/afl/stats/players/J/Jason_Porplyzia.html","adelaide","Forward","afl"
199,103,24,"Josh Jenkins","http://stats.rleague.com/afl/stats/players/J/Josh_Jenkins.html","adelaide","Forward","afl"
183,86,30,"Brent Reilly","http://stats.rleague.com/afl/stats/players/B/Brent_Reilly.html","adelaide","Defender","afl"
188,86,20,"Sam Kerridge","http://stats.rleague.com/afl/stats/players/S/Sam_Kerridge.html","adelaide","Midfielder","afl"
184,78,21,"Jarryd Lyons","http://stats.rleague.com/afl/stats/players/J/Jarryd_Lyons.html","adelaide","Midfielder","afl"
180,83,24,"Matthew Jaensch","http://stats.rleague.com/afl/stats/players/M/Matthew_Jaensch.html","adelaide","Defender","afl"
178,82,24,"Jared Petrenko","http://stats.rleague.com/afl/stats/players/J/Jared_Petrenko.html","adelaide","Forward","afl"
196,99,23,"Shaun McKernan","http://stats.rleague.com/afl/stats/players/S/Shaun_McKernan.html","adelaide","Forward","afl"
182,82,21,"Mitch Grigg","http://stats.rleague.com/afl/stats/players/M/Mitch_Grigg.html","adelaide","","afl"
180,80,27,"Richard Tambling","http://stats.rleague.com/afl/stats/players/R/Richard_Tambling.html","adelaide","Defender","afl"
171,70,31,"Ian Callinan","http://stats.rleague.com/afl/stats/players/I/Ian_Callinan.html","adelaide","Forward","afl"
192,91,22,"Lewis Johnston","http://stats.rleague.com/afl/stats/players/L/Lewis_Johnston.html","adelaide","Forward","afl"
192,100,23,"Taylor Walker","http://stats.rleague.com/afl/stats/players/T/Taylor_Walker.html","adelaide","Forward","afl"
195,94,22,"Kyle Hartigan","http://stats.rleague.com/afl/stats/players/K/Kyle_Hartigan.html","adelaide","Defender","afl"
194,86,22,"Sam Shaw","http://stats.rleague.com/afl/stats/players/S/Sam_Shaw.html","adelaide","Defender","afl"
178,87,31,"Graham Johncock","http://stats.rleague.com/afl/stats/players/G/Graham_Johncock.html","adelaide","Forward","afl"
180,83,25,"Brodie Martin","http://stats.rleague.com/afl/stats/players/B/Brodie_Martin.html","adelaide","Defender","afl"
183,86,22,"Aidan Riley","http://stats.rleague.com/afl/stats/players/A/Aidan_Riley.html","adelaide","Midfielder","afl"
185,85,23,"Tom Rockliff","http://stats.rleague.com/afl/stats/players/T/Tom_Rockliff.html","brisbanelions","","afl"
189,84,23,"Jack Redden","http://stats.rleague.com/afl/stats/players/J/Jack_Redden.html","brisbanelions","","afl"
184,83,28,"Jed Adcock","http://stats.rleague.com/afl/stats/players/J/Jed_Adcock.html","brisbanelions","","afl"
185,85,25,"Pearce Hanley","http://stats.rleague.com/afl/stats/players/P/Pearce_Hanley.html","brisbanelions","","afl"
183,82,22,"Mitch Golby","http://stats.rleague.com/afl/stats/players/M/Mitch_Golby.html","brisbanelions","","afl"
175,76,24,"Dayne Zorko","http://stats.rleague.com/afl/stats/players/D/Dayne_Zorko.html","brisbanelions","","afl"
182,88,29,"Brent Moloney","http://stats.rleague.com/afl/stats/players/B/Brent_Moloney.html","brisbanelions","","afl"
189,88,29,"Joel Patfull","http://stats.rleague.com/afl/stats/players/J/Joel_Patfull.html","brisbanelions","","afl"
187,84,19,"Sam Mayes","http://stats.rleague.com/afl/stats/players/S/Sam_Mayes.html","brisbanelions","","afl"
183,83,23,"Daniel Rich","http://stats.rleague.com/afl/stats/players/D/Daniel_Rich.html","brisbanelions","","afl"
189,76,20,"Elliot Yeo","http://stats.rleague.com/afl/stats/players/E/Elliot_Yeo.html","brisbanelions","","afl"
204,104,25,"Matthew Leuenberger","http://stats.rleague.com/afl/stats/players/M/Matthew_Leuenberger.html","brisbanelions","","afl"
191,87,21,"Ryan Lester","http://stats.rleague.com/afl/stats/players/R/Ryan_Lester.html","brisbanelions","","afl"
183,82,27,"Andrew Raines","http://stats.rleague.com/afl/stats/players/A/Andrew_Raines.html","brisbanelions","","afl"
183,83,24,"Rohan Bewick","http://stats.rleague.com/afl/stats/players/R/Rohan_Bewick.html","brisbanelions","","afl"
184,83,22,"Ryan Harwood","http://stats.rleague.com/afl/stats/players/R/Ryan_Harwood.html","brisbanelions","","afl"
195,103,29,"Daniel Merrett","http://stats.rleague.com/afl/stats/players/D/Daniel_Merrett.html","brisbanelions","","afl"
183,86,30,"Ashley McGrath","http://stats.rleague.com/afl/stats/players/A/Ashley_McGrath.html","brisbanelions","","afl"
196,100,29,"Brent Staker","http://stats.rleague.com/afl/stats/players/B/Brent_Staker.html","brisbanelions","","afl"
194,102,32,"Jonathan Brown","http://stats.rleague.com/afl/stats/players/J/Jonathan_Brown.html","brisbanelions","","afl"
186,81,34,"Simon Black","http://stats.rleague.com/afl/stats/players/S/Simon_Black.html","brisbanelions","","afl"
177,76,21,"Josh Green","http://stats.rleague.com/afl/stats/players/J/Josh_Green.html","brisbanelions","","afl"
184,84,20,"Sam Docherty","http://stats.rleague.com/afl/stats/players/S/Sam_Docherty.html","brisbanelions","","afl"
184,87,24,"James Polkinghorne","http://stats.rleague.com/afl/stats/players/J/James_Polkinghorne.html","brisbanelions","","afl"
192,100,29,"Matt Maguire","http://stats.rleague.com/afl/stats/players/M/Matt_Maguire.html","brisbanelions","","afl"
195,88,20,"Justin Clarke","http://stats.rleague.com/afl/stats/players/J/Justin_Clarke.html","brisbanelions","","afl"
196,95,23,"Jordan Lisle","http://stats.rleague.com/afl/stats/players/J/Jordan_Lisle.html","brisbanelions","","afl"
194,86,19,"Marco Paparone","http://stats.rleague.com/afl/stats/players/M/Marco_Paparone.html","brisbanelions","","afl"
190,88,21,"Patrick Karnezis","http://stats.rleague.com/afl/stats/players/P/Patrick_Karnezis.html","brisbanelions","","afl"
198,104,27,"Stefan Martin","http://stats.rleague.com/afl/stats/players/S/Stefan_Martin.html","brisbanelions","","afl"
196,95,24,"Niall McKeever","http://stats.rleague.com/afl/stats/players/N/Niall_McKeever.html","brisbanelions","","afl"
201,98,20,"Billy Longer","http://stats.rleague.com/afl/stats/players/B/Billy_Longer.html","brisbanelions","","afl"
184,71,22,"Jesse OBrien","http://stats.rleague.com/afl/stats/players/J/Jesse_OBrien.html","brisbanelions","","afl"
183,83,22,"Claye Beams","http://stats.rleague.com/afl/stats/players/C/Claye_Beams.html","brisbanelions","","afl"
192,88,23,"Aaron Cornelius","http://stats.rleague.com/afl/stats/players/A/Aaron_Cornelius.html","brisbanelions","","afl"
199,98,20,"Sam Michael","http://stats.rleague.com/afl/stats/players/S/Sam_Michael.html","brisbanelions","","afl"
190,83,20,"Jack Crisp","http://stats.rleague.com/afl/stats/players/J/Jack_Crisp.html","brisbanelions","","afl"
188,85,21,"Jared Polec","http://stats.rleague.com/afl/stats/players/J/Jared_Polec.html","brisbanelions","","afl"
182,79,29,"Kade Simpson","http://stats.rleague.com/afl/stats/players/K/Kade_Simpson.html","carlton","Midfielder","afl"
190,89,27,"Andrew Walker","http://stats.rleague.com/afl/stats/players/A/Andrew_Walker.html","carlton","Defender","afl"
180,80,26,"Marc Murphy","http://stats.rleague.com/afl/stats/players/M/Marc_Murphy.html","carlton","Midfielder","afl"
188,85,24,"Bryce Gibbs","http://stats.rleague.com/afl/stats/players/B/Bryce_Gibbs.html","carlton","Midfielder","afl"
184,84,27,"Brock McLean","http://stats.rleague.com/afl/stats/players/B/Brock_McLean.html","carlton","Midfielder","afl"
189,88,30,"Chris Judd","http://stats.rleague.com/afl/stats/players/C/Chris_Judd.html","carlton","Midfielder","afl"
182,82,33,"Heath Scotland","http://stats.rleague.com/afl/stats/players/H/Heath_Scotland.html","carlton","Defender","afl"
185,86,24,"Mitch Robinson","http://stats.rleague.com/afl/stats/players/M/Mitch_Robinson.html","carlton","Midfielder","afl"
182,83,24,"Ed Curnow","http://stats.rleague.com/afl/stats/players/E/Ed_Curnow.html","carlton","Midfielder","afl"
181,79,27,"Dennis Armfield","http://stats.rleague.com/afl/stats/players/D/Dennis_Armfield.html","carlton","Midfielder","afl"
196,95,24,"Lachie Henderson","http://stats.rleague.com/afl/stats/players/L/Lachie_Henderson.html","carlton","Defender","afl"
188,79,22,"Kane Lucas","http://stats.rleague.com/afl/stats/players/K/Kane_Lucas.html","carlton","Midfielder","afl"
187,91,24,"Zach Tuohy","http://stats.rleague.com/afl/stats/players/Z/Zach_Tuohy.html","carlton","Defender","afl"
178,67,24,"Jeff Garlett","http://stats.rleague.com/afl/stats/players/J/Jeff_Garlett.html","carlton","Forward","afl"
193,96,27,"Michael Jamison","http://stats.rleague.com/afl/stats/players/M/Michael_Jamison.html","carlton","Defender","afl"
180,83,23,"Chris Yarran","http://stats.rleague.com/afl/stats/players/C/Chris_Yarran.html","carlton","Forward","afl"
173,78,27,"Eddie Betts","http://stats.rleague.com/afl/stats/players/E/Eddie_Betts.html","carlton","Forward","afl"
184,86,22,"Jaryd Cachia","http://stats.rleague.com/afl/stats/players/J/Jaryd_Cachia.html","carlton","Midfielder","afl"
200,101,24,"Matthew Kreuzer","http://stats.rleague.com/afl/stats/players/M/Matthew_Kreuzer.html","carlton","Ruck","afl"
187,84,30,"Andrew Carrazzo","http://stats.rleague.com/afl/stats/players/A/Andrew_Carrazzo.html","carlton","Midfielder","afl"
194,94,30,"Jarrad Waite","http://stats.rleague.com/afl/stats/players/J/Jarrad_Waite.html","carlton","Forward","afl"
187,95,22,"Tom Bell","http://stats.rleague.com/afl/stats/players/T/Tom_Bell.html","carlton","Midfielder","afl"
206,103,26,"Robert Warnock","http://stats.rleague.com/afl/stats/players/R/Robert_Warnock.html","carlton","Ruck","afl"
198,99,23,"Levi Casboult","http://stats.rleague.com/afl/stats/players/L/Levi_Casboult.html","carlton","Forward","afl"
190,91,25,"Simon White","http://stats.rleague.com/afl/stats/players/S/Simon_White.html","carlton","Defender","afl"
198,96,26,"Sam Rowe","http://stats.rleague.com/afl/stats/players/S/Sam_Rowe.html","carlton","Forward","afl"
191,86,21,"Andrew McInnes","http://stats.rleague.com/afl/stats/players/A/Andrew_McInnes.html","carlton","Defender","afl"
190,74,20,"Josh Bootsma","http://stats.rleague.com/afl/stats/players/J/Josh_Bootsma.html","carlton","","afl"
201,102,25,"Shaun Hampson","http://stats.rleague.com/afl/stats/players/S/Shaun_Hampson.html","carlton","Forward","afl"
186,88,29,"Nick Duigan","http://stats.rleague.com/afl/stats/players/N/Nick_Duigan.html","carlton","Defender","afl"
195,99,21,"Matthew Watson","http://stats.rleague.com/afl/stats/players/M/Matthew_Watson1.html","carlton","Defender","afl"
187,78,19,"Troy Menzel","http://stats.rleague.com/afl/stats/players/T/Troy_Menzel.html","carlton","Forward","afl"
177,78,24,"David Ellard","http://stats.rleague.com/afl/stats/players/D/David_Ellard.html","carlton","Midfielder","afl"
180,78,24,"Aaron Joseph","http://stats.rleague.com/afl/stats/players/A/Aaron_Joseph.html","carlton","Defender","afl"
182,80,19,"Nick Graham","http://stats.rleague.com/afl/stats/players/N/Nick_Graham.html","carlton","","afl"
188,86,22,"Marcus Davies","http://stats.rleague.com/afl/stats/players/M/Marcus_Davies.html","carlton","Defender","afl"
179,75,20,"Dylan Buckley","http://stats.rleague.com/afl/stats/players/D/Dylan_Buckley.html","carlton","Midfielder","afl"
189,88,24,"Jeremy Laidler","http://stats.rleague.com/afl/stats/players/J/Jeremy_Laidler.html","carlton","Defender","afl"
185,92,29,"Dane Swan","http://stats.rleague.com/afl/stats/players/D/Dane_Swan.html","collingwood","Midfielder","afl"
191,91,26,"Scott Pendlebury","http://stats.rleague.com/afl/stats/players/S/Scott_Pendlebury.html","collingwood","Midfielder","afl"
180,84,23,"Steele Sidebottom","http://stats.rleague.com/afl/stats/players/S/Steele_Sidebottom.html","collingwood","Midfielder","afl"
187,90,27,"Heritier Lumumba","http://stats.rleague.com/afl/stats/players/H/Heritier_Lumumba.html","collingwood","null","afl"
184,86,28,"Heath Shaw","http://stats.rleague.com/afl/stats/players/H/Heath_Shaw.html","collingwood","Defender","afl"
176,81,22,"Josh Thomas","http://stats.rleague.com/afl/stats/players/J/Josh_Thomas.html","collingwood","Midfielder","afl"
174,81,23,"Jarryd Blair","http://stats.rleague.com/afl/stats/players/J/Jarryd_Blair.html","collingwood","Midfielder","afl"
177,76,27,"Sam Dwyer","http://stats.rleague.com/afl/stats/players/S/Sam_Dwyer.html","collingwood","Midfielder","afl"
195,102,24,"Ben Reid","http://stats.rleague.com/afl/stats/players/B/Ben_Reid.html","collingwood","Defender","afl"
196,108,26,"Travis Cloke","http://stats.rleague.com/afl/stats/players/T/Travis_Cloke.html","collingwood","Forward","afl"
189,72,21,"Paul Seedsman","http://stats.rleague.com/afl/stats/players/P/Paul_Seedsman.html","collingwood","Defender","afl"
187,92,25,"Brent Macaffer","http://stats.rleague.com/afl/stats/players/B/Brent_Macaffer.html","collingwood","Forward","afl"
183,83,29,"Luke Ball","http://stats.rleague.com/afl/stats/players/L/Luke_Ball.html","collingwood","Midfielder","afl"
193,93,30,"Nick Maxwell","http://stats.rleague.com/afl/stats/players/N/Nick_Maxwell.html","collingwood","Defender","afl"
181,81,20,"Marley Williams","http://stats.rleague.com/afl/stats/players/M/Marley_Williams.html","collingwood","Defender","afl"
192,103,30,"Quinten Lynch","http://stats.rleague.com/afl/stats/players/Q/Quinten_Lynch.html","collingwood","Forward","afl"
177,77,21,"Jamie Elliott","http://stats.rleague.com/afl/stats/players/J/Jamie_Elliott1.html","collingwood","Forward","afl"
186,83,23,"Dayne Beams","http://stats.rleague.com/afl/stats/players/D/Dayne_Beams.html","collingwood","Midfielder","afl"
195,97,25,"Nathan Brown","http://stats.rleague.com/afl/stats/players/N/Nathan_Brown2.html","collingwood","","afl"
181,76,22,"Ben Sinclair","http://stats.rleague.com/afl/stats/players/B/Ben_Sinclair.html","collingwood","Forward","afl"
193,88,26,"Tyson Goldsack","http://stats.rleague.com/afl/stats/players/T/Tyson_Goldsack.html","collingwood","Forward","afl"
181,84,26,"Martin Clarke","http://stats.rleague.com/afl/stats/players/M/Martin_Clarke.html","collingwood","Defender","afl"
174,76,19,"Ben Kennedy","http://stats.rleague.com/afl/stats/players/B/Ben_Kennedy.html","collingwood","Midfielder","afl"
188,86,27,"Jordan Russell","http://stats.rleague.com/afl/stats/players/J/Jordan_Russell.html","collingwood","Defender","afl"
185,86,26,"Dale Thomas","http://stats.rleague.com/afl/stats/players/D/Dale_Thomas.html","collingwood","","afl"
200,108,32,"Darren Jolly","http://stats.rleague.com/afl/stats/players/D/Darren_Jolly.html","collingwood","Ruck","afl"
176,76,30,"Andrew Krakouer","http://stats.rleague.com/afl/stats/players/A/Andrew_Krakouer1.html","collingwood","","afl"
196,105,34,"Ben Hudson","http://stats.rleague.com/afl/stats/players/B/Ben_Hudson.html","collingwood","","afl"
204,99,23,"Lachlan Keeffe","http://stats.rleague.com/afl/stats/players/L/Lachlan_Keeffe.html","collingwood","Defender","afl"
202,101,19,"Brodie Grundy","http://stats.rleague.com/afl/stats/players/B/Brodie_Grundy.html","collingwood","Ruck","afl"
184,85,30,"Alan Didak","http://stats.rleague.com/afl/stats/players/A/Alan_Didak.html","collingwood","Forward","afl"
178,77,23,"Kyle Martin","http://stats.rleague.com/afl/stats/players/K/Kyle_Martin.html","collingwood","Midfielder","afl"
208,113,21,"Jarrod Witts","http://stats.rleague.com/afl/stats/players/J/Jarrod_Witts.html","collingwood","Ruck","afl"
189,89,26,"Alan Toovey","http://stats.rleague.com/afl/stats/players/A/Alan_Toovey.html","collingwood","Defender","afl"
183,84,32,"Ben Johnson","http://stats.rleague.com/afl/stats/players/B/Ben_Johnson.html","collingwood","","afl"
181,80,21,"Alex Fasolo","http://stats.rleague.com/afl/stats/players/A/Alex_Fasolo.html","collingwood","Forward","afl"
189,87,27,"Clinton Young","http://stats.rleague.com/afl/stats/players/C/Clinton_Young.html","collingwood","Midfielder","afl"
194,89,21,"Jack Frost","http://stats.rleague.com/afl/stats/players/J/Jack_Frost1.html","collingwood","Defender","afl"
184,76,20,"Caolan Mooney","http://stats.rleague.com/afl/stats/players/C/Caolan_Mooney.html","collingwood","Forward","afl"
191,78,21,"Adam Oxley","http://stats.rleague.com/afl/stats/players/A/Adam_Oxley.html","collingwood","Defender","afl"
189,93,28,"Brendon Goddard","http://stats.rleague.com/afl/stats/players/B/Brendon_Goddard.html","essendon","Midfielder","afl"
182,84,27,"Brent Stanton","http://stats.rleague.com/afl/stats/players/B/Brent_Stanton.html","essendon","Midfielder","afl"
190,94,28,"Jobe Watson","http://stats.rleague.com/afl/stats/players/J/Jobe_Watson.html","essendon","Midfielder","afl"
186,86,24,"Michael Hibberd","http://stats.rleague.com/afl/stats/players/M/Michael_Hibberd.html","essendon","Defender","afl"
182,79,23,"David Zaharakis","http://stats.rleague.com/afl/stats/players/D/David_Zaharakis.html","essendon","Midfielder","afl"
189,81,21,"Dyson Heppell","http://stats.rleague.com/afl/stats/players/D/Dyson_Heppell.html","essendon","Midfielder","afl"
185,78,22,"Jake Melksham","http://stats.rleague.com/afl/stats/players/J/Jake_Melksham.html","essendon","Midfielder","afl"
196,97,25,"Cale Hooker","http://stats.rleague.com/afl/stats/players/C/Cale_Hooker.html","essendon","Defender","afl"
191,88,24,"David Myers","http://stats.rleague.com/afl/stats/players/D/David_Myers.html","essendon","Midfielder","afl"
180,83,26,"Mark Baguley","http://stats.rleague.com/afl/stats/players/M/Mark_Baguley.html","essendon","Defender","afl"
198,92,22,"Jake Carlisle","http://stats.rleague.com/afl/stats/players/J/Jake_Carlisle.html","essendon","Defender","afl"
180,78,25,"Ben Howlett","http://stats.rleague.com/afl/stats/players/B/Ben_Howlett.html","essendon","Midfielder","afl"
184,87,26,"Heath Hocking","http://stats.rleague.com/afl/stats/players/H/Heath_Hocking.html","essendon","Midfielder","afl"
185,80,26,"Courtenay Dempsey","http://stats.rleague.com/afl/stats/players/C/Courtenay_Dempsey.html","essendon","Defender","afl"
196,92,25,"Patrick Ryder","http://stats.rleague.com/afl/stats/players/P/Patrick_Ryder.html","essendon","Ruck","afl"
184,78,23,"Nick Kommer","http://stats.rleague.com/afl/stats/players/N/Nick_Kommer.html","essendon","Midfielder","afl"
190,95,25,"Stewart Crameri","http://stats.rleague.com/afl/stats/players/S/Stewart_Crameri.html","essendon","Forward","afl"
193,92,23,"Michael Hurley","http://stats.rleague.com/afl/stats/players/M/Michael_Hurley.html","essendon","Forward","afl"
198,92,38,"Dustin Fletcher","http://stats.rleague.com/afl/stats/players/D/Dustin_Fletcher.html","essendon","Defender","afl"
191,92,23,"Tayte Pears","http://stats.rleague.com/afl/stats/players/T/Tayte_Pears.html","essendon","Defender","afl"
202,106,24,"Tom Bellchambers","http://stats.rleague.com/afl/stats/players/T/Tom_Bellchambers.html","essendon","Ruck","afl"
188,82,29,"Jason Winderlich","http://stats.rleague.com/afl/stats/players/J/Jason_Winderlich.html","essendon","Forward","afl"
183,72,20,"Jackson Merrett","http://stats.rleague.com/afl/stats/players/J/Jackson_Merrett.html","essendon","Forward","afl"
173,72,29,"Alwyn Davey","http://stats.rleague.com/afl/stats/players/A/Alwyn_Davey.html","essendon","Forward","afl"
186,85,25,"Kyle Hardingham","http://stats.rleague.com/afl/stats/players/K/Kyle_Hardingham.html","essendon","Defender","afl"
177,75,25,"Leroy Jetta","http://stats.rleague.com/afl/stats/players/L/Leroy_Jetta.html","essendon","Forward","afl"
174,72,22,"Travis Colyer","http://stats.rleague.com/afl/stats/players/T/Travis_Colyer.html","essendon","Midfielder","afl"
197,97,25,"Scott Gumbleton","http://stats.rleague.com/afl/stats/players/S/Scott_Gumbleton.html","essendon","Forward","afl"
201,94,19,"Joe Daniher","http://stats.rleague.com/afl/stats/players/J/Joe_Daniher.html","essendon","Forward","afl"
202,108,32,"David Hille","http://stats.rleague.com/afl/stats/players/D/David_Hille.html","essendon","Ruck","afl"
185,77,20,"Lauchlan Dalgleish","http://stats.rleague.com/afl/stats/players/L/Lauchlan_Dalgleish.html","essendon","Midfielder","afl"
185,75,20,"Elliott Kavanagh","http://stats.rleague.com/afl/stats/players/E/Elliott_Kavanagh.html","essendon","Midfielder","afl"
175,81,24,"Cory DellOlio","http://stats.rleague.com/afl/stats/players/C/Cory_DellOlio.html","essendon","null","afl"
190,87,31,"Nathan Lovett-Murray","http://stats.rleague.com/afl/stats/players/N/Nathan_Lovett-Murray.html","essendon","","afl"
188,91,20,"Nick OBrien","http://stats.rleague.com/afl/stats/players/N/Nick_OBrien.html","essendon","null","afl"
180,71,19,"Will Hams","http://stats.rleague.com/afl/stats/players/W/Will_Hams.html","essendon","","afl"
189,89,26,"Michael Barlow","http://stats.rleague.com/afl/stats/players/M/Michael_Barlow.html","fremantle","Midfielder","afl"
189,86,22,"Nathan Fyfe","http://stats.rleague.com/afl/stats/players/N/Nathan_Fyfe.html","fremantle","Midfielder","afl"
192,90,28,"David Mundy","http://stats.rleague.com/afl/stats/players/D/David_Mundy.html","fremantle","Midfielder","afl"
179,77,27,"Danyle Pearce","http://stats.rleague.com/afl/stats/players/D/Danyle_Pearce.html","fremantle","Midfielder","afl"
183,82,27,"Tendai Mzungu","http://stats.rleague.com/afl/stats/players/T/Tendai_Mzungu.html","fremantle","Midfielder","afl"
194,88,29,"Michael Johnson","http://stats.rleague.com/afl/stats/players/M/Michael_Johnson.html","fremantle","Defender","afl"
187,85,28,"Paul Duffield","http://stats.rleague.com/afl/stats/players/P/Paul_Duffield.html","fremantle","Defender","afl"
183,82,26,"Lee Spurr","http://stats.rleague.com/afl/stats/players/L/Lee_Spurr.html","fremantle","Defender","afl"
187,87,23,"Matthew de Boer","http://stats.rleague.com/afl/stats/players/M/Matthew_de_Boer.html","fremantle","null","afl"
188,80,25,"Chris Mayne","http://stats.rleague.com/afl/stats/players/C/Chris_Mayne.html","fremantle","Forward","afl"
190,87,29,"Ryan Crowley","http://stats.rleague.com/afl/stats/players/R/Ryan_Crowley.html","fremantle","Midfielder","afl"
184,80,23,"Stephen Hill","http://stats.rleague.com/afl/stats/players/S/Stephen_Hill.html","fremantle","Midfielder","afl"
182,90,23,"Clancee Pearce","http://stats.rleague.com/afl/stats/players/C/Clancee_Pearce.html","fremantle","Midfielder","afl"
180,81,23,"Nick Suban","http://stats.rleague.com/afl/stats/players/N/Nick_Suban.html","fremantle","Midfielder","afl"
177,78,23,"Michael Walters","http://stats.rleague.com/afl/stats/players/M/Michael_Walters.html","fremantle","Forward","afl"
188,85,25,"Garrick Ibbotson","http://stats.rleague.com/afl/stats/players/G/Garrick_Ibbotson.html","fremantle","Defender","afl"
174,78,26,"Hayden Ballantyne","http://stats.rleague.com/afl/stats/players/H/Hayden_Ballantyne.html","fremantle","Forward","afl"
191,91,32,"Luke McPharlin","http://stats.rleague.com/afl/stats/players/L/Luke_McPharlin.html","fremantle","Defender","afl"
177,77,20,"Lachie Neale","http://stats.rleague.com/afl/stats/players/L/Lachie_Neale.html","fremantle","Midfielder","afl"
203,83,23,"Zac Clarke","http://stats.rleague.com/afl/stats/players/Z/Zac_Clarke.html","fremantle","","afl"
187,81,21,"Cameron Sutcliffe","http://stats.rleague.com/afl/stats/players/C/Cameron_Sutcliffe.html","fremantle","Midfielder","afl"
195,94,27,"Zac Dawson","http://stats.rleague.com/afl/stats/players/Z/Zac_Dawson.html","fremantle","Defender","afl"
192,98,32,"Matthew Pavlich","http://stats.rleague.com/afl/stats/players/M/Matthew_Pavlich.html","fremantle","Forward","afl"
185,76,20,"Tom Sheridan","http://stats.rleague.com/afl/stats/players/T/Tom_Sheridan.html","fremantle","Midfielder","afl"
185,68,20,"Hayden Crozier","http://stats.rleague.com/afl/stats/players/H/Hayden_Crozier.html","fremantle","Forward","afl"
211,117,31,"Aaron Sandilands","http://stats.rleague.com/afl/stats/players/A/Aaron_Sandilands.html","fremantle","Ruck","afl"
192,90,26,"Alex Silvagni","http://stats.rleague.com/afl/stats/players/A/Alex_Silvagni.html","fremantle","Defender","afl"
201,102,22,"Jack Hannath","http://stats.rleague.com/afl/stats/players/J/Jack_Hannath.html","fremantle","Ruck","afl"
202,100,27,"Jonathon Griffin","http://stats.rleague.com/afl/stats/players/J/Jonathon_Griffin.html","fremantle","Ruck","afl"
199,100,28,"Kepler Bradley","http://stats.rleague.com/afl/stats/players/K/Kepler_Bradley.html","fremantle","Forward","afl"
197,89,20,"Matthew Taberner","http://stats.rleague.com/afl/stats/players/M/Matthew_Taberner.html","fremantle","Forward","afl"
188,80,21,"Josh Mellington","http://stats.rleague.com/afl/stats/players/J/Josh_Mellington.html","fremantle","","afl"
183,78,22,"Jesse Crichton","http://stats.rleague.com/afl/stats/players/J/Jesse_Crichton.html","fremantle","Midfielder","afl"
184,73,19,"Josh Simpson","http://stats.rleague.com/afl/stats/players/J/Josh_Simpson.html","fremantle","","afl"
185,85,21,"Viv Michie","http://stats.rleague.com/afl/stats/players/V/Viv_Michie.html","fremantle","Forward","afl"
192,80,25,"Peter Faulks","http://stats.rleague.com/afl/stats/players/P/Peter_Faulks.html","fremantle","Defender","afl"
189,85,20,"Alex Forster","http://stats.rleague.com/afl/stats/players/A/Alex_Forster.html","fremantle","Defender","afl"
196,90,19,"Tanner Smith","http://stats.rleague.com/afl/stats/players/T/Tanner_Smith.html","fremantle","Defender","afl"
204,86,19,"Craig Moller","http://stats.rleague.com/afl/stats/players/C/Craig_Moller.html","fremantle","Ruck","afl"
177,80,29,"Mathew Stokes","http://stats.rleague.com/afl/stats/players/M/Mathew_Stokes.html","geelong","Forward","afl"
182,86,25,"Joel Selwood","http://stats.rleague.com/afl/stats/players/J/Joel_Selwood.html","geelong","Midfielder","afl"
